Customer ID,City,Population
6374-NTQLP,Trinity Center,734
6635-MYYYZ,Trinity Center,734
7365-BVCJH,Trinity Center,734
0818-OCPZO,Los Angeles,38128
8012-SOUDQ,Los Angeles,38128
4423-YLHDV,Los Angeles,38128
9103-TCIHJ,Los Angeles,38128
7029-IJEJK,Los Angeles,38128
1389-CXMLU,Downey,42459
5935-FCCNB,Downey,42459
8028-PNXHQ,Downey,42459
2696-RZVZW,Downey,42459
1848-LBZHY,Downey,42459
2272-QAGFO,Inglewood,28680
6380-ARCEH,Inglewood,28680
7801-CEDNV,Inglewood,28680
6693-DJWTY,Inglewood,28680
3262-EIDHV,Inglewood,28680
3768-NLUBH,Torrance,41979
6551-ZCOTS,Torrance,41979
2848-YXSMW,Torrance,41979
5356-KZCKT,Torrance,41979
5294-DMSFH,Torrance,41979
7359-SSBJK,Whittier,38181
5995-SNNEW,Whittier,38181
9560-BBZXK,Whittier,38181
3055-VTCGS,Whittier,38181
8663-UPDGF,Whittier,38181
7957-RYHQD,Bellflower,72893
5687-DKDTV,Bellflower,72893
8587-XYZSF,Bellflower,72893
0428-AXXLJ,Bellflower,72893
1399-OUPJN,Bellflower,72893
6230-BSUXY,Paramount,55306
3146-MSEGF,Paramount,55306
8401-EMUWF,Paramount,55306
3739-YBWAB,Paramount,55306
0363-SVHYR,Paramount,55306
3990-QYKBE,La Canada Flintridge,20200
5663-QBGIS,La Canada Flintridge,20200
9402-ORRAH,La Canada Flintridge,20200
6345-FZOQH,La Canada Flintridge,20200
4903-CNOZC,La Canada Flintridge,20200
9274-CNFMO,Pacoima,97318
1612-EOHDH,Pacoima,97318
8544-GOQSH,Pacoima,97318
1335-NTIUC,Pacoima,97318
5840-NVDCG,Pacoima,97318
3005-NFMTA,Valencia,17846
4195-NZGTA,Valencia,17846
9575-IWCAZ,Valencia,17846
5206-HPJKM,Valencia,17846
4188-PCPIG,Valencia,17846
5389-FFVKB,Thousand Oaks,42526
2504-DSHIH,Thousand Oaks,42526
7940-UQQUG,Thousand Oaks,42526
8393-JMVMB,Thousand Oaks,42526
7721-DVEKZ,Thousand Oaks,42526
8444-WRIDW,Thousand Oaks,33057
9286-BHDQG,Thousand Oaks,33057
3961-SXAXY,Thousand Oaks,33057
6036-TTFYU,Thousand Oaks,33057
9507-HSMMZ,Thousand Oaks,33057
5868-YWPDW,Sherman Oaks,29387
6474-FVJLC,Sherman Oaks,29387
9474-PHLYD,Sherman Oaks,29387
4811-JBUVU,Sherman Oaks,29387
7570-WELNY,Sherman Oaks,29387
1273-MTETI,Rancho Cucamonga,23079
2794-XIMMO,Rancho Cucamonga,23079
3675-YDUPJ,Rancho Cucamonga,23079
2361-FJWNO,Rancho Cucamonga,23079
8417-GSODA,Rancho Cucamonga,23079
5480-HPRRX,Glendora,25135
7017-VFHAY,Glendora,25135
8232-UTFOZ,Glendora,25135
4452-QIIEB,Glendora,25135
3511-BFTJW,Glendora,25135
7234-FECYN,San Gabriel,38041
8645-KWHJO,San Gabriel,38041
2792-VPPET,San Gabriel,38041
6357-JJPQT,San Gabriel,38041
3858-XHYJO,San Gabriel,38041
1400-MMYXY,Alhambra,54382
3808-HFKDE,Alhambra,54382
7243-LCGGZ,Alhambra,54382
9447-YPTBX,Alhambra,54382
7142-HVGBG,Mount Laguna,81
2612-RANWT,Mount Laguna,81
3737-XBQDD,Mount Laguna,81
4560-WQAQW,Mount Laguna,81
1564-NTYXF,San Marcos,6760
0021-IKXGC,San Marcos,6760
0266-CLZKZ,San Marcos,6760
0174-QRVVY,San Marcos,6760
0886-QGENL,San Diego,47689
3604-WLABM,San Diego,47689
6171-ZTVYB,San Diego,47689
8685-WHQPW,San Diego,24169
9294-TDIPC,San Diego,24169
6257-RJOHI,San Diego,24169
1470-PSXNM,San Diego,24169
7240-FQLHE,San Diego,66838
7826-VVKWT,San Diego,66838
9866-OCCKE,San Diego,66838
5176-LMJXE,San Diego,66838
5155-AZQPB,San Diego,66838
6664-FPDAC,San Diego,56887
3583-KRKMD,San Diego,56887
1353-GHZOS,San Diego,56887
5338-YHWYT,San Diego,56887
0786-VSSUD,San Diego,25232
6122-EFVKN,San Diego,25232
8272-ONJLV,San Diego,25232
2364-UFROM,San Diego,25232
0334-ZFJSR,San Diego,25232
1980-KXVPM,El Centro,43712
2277-AXSDC,El Centro,43712
2038-LLMLM,El Centro,43712
4227-OJHAL,El Centro,43712
5701-GUXDC,El Centro,43712
3841-NFECX,Los Angeles,49431
0337-CNPZE,Los Angeles,49431
9225-BZLNZ,Los Angeles,49431
2694-CIUMO,Los Angeles,49431
4990-ALDGW,Los Angeles,49431
4929-XIHVW,Los Angeles,58218
0354-VXMJC,Los Angeles,58218
9817-APLHW,Los Angeles,58218
5846-ABOBJ,Los Angeles,58218
4816-OKWNX,Los Angeles,58218
3413-BMNZE,Los Angeles,56709
6839-ITVZJ,Los Angeles,56709
1513-XNPPH,Los Angeles,56709
4647-XXZAM,Los Angeles,56709
4747-LCAQL,Los Angeles,56709
6575-SUVOI,Los Angeles,29299
0107-YHINA,Los Angeles,29299
2235-ZGKPT,Los Angeles,29299
1447-GIQMR,Los Angeles,29299
9150-KPBJQ,Los Angeles,29299
4667-QONEA,Los Angeles,24505
0727-BNRLG,Los Angeles,24505
5447-VYTKW,Los Angeles,24505
3654-ARMGP,Los Angeles,24505
6810-VCAEX,Los Angeles,24505
5067-XJQFU,Los Angeles,2527
3280-MRDOF,Los Angeles,2527
8659-HDIYE,Los Angeles,2527
1261-FWTTE,Los Angeles,2527
1395-OFUWC,Los Angeles,2527
1891-QRQSA,Downey,40152
9412-ARGBX,Downey,40152
7398-SKNQZ,Downey,40152
9629-NHXFW,Downey,40152
0254-FNMCI,Downey,40152
2673-CXQEU,Gardena,47758
5136-RGMZO,Gardena,47758
0396-HUJBP,Gardena,47758
8118-TJAFG,Gardena,47758
9388-ZEYVT,Gardena,47758
0191-ZHSKZ,Hawthorne,93315
9758-MFWGD,Hawthorne,93315
3877-JRJIP,Hawthorne,93315
6285-FTQBF,Hawthorne,93315
4670-TABXH,Hawthorne,93315
2424-WVHPL,Redondo Beach,37322
3768-VHXQO,Redondo Beach,37322
6794-HKIAJ,Redondo Beach,37322
8149-AIQCG,Redondo Beach,37322
3662-FXJFO,Redondo Beach,37322
5386-THSLQ,Santa Monica,11509
1167-OYZJF,Santa Monica,11509
6907-NZZIJ,Santa Monica,11509
1803-BGNBD,Santa Monica,11509
3545-CNWRG,Santa Monica,11509
2639-UGMAZ,Artesia,16398
2519-LBNQL,Artesia,16398
1698-XFZCI,Artesia,16398
7074-STDCN,Artesia,16398
9488-FYQAU,Artesia,16398
1131-QQZEB,Sunset Beach,1107
5949-EBSQK,Sunset Beach,1107
9940-RHLFB,Sunset Beach,1107
2474-LCNUE,Sunset Beach,1107
9928-BZVLZ,Sunset Beach,1107
9058-HRZSV,Baldwin Park,76890
1568-BEKZM,Baldwin Park,76890
3638-VBZTA,Baldwin Park,76890
7245-JMTTQ,Baldwin Park,76890
8465-SBRXP,Baldwin Park,76890
4522-AKYLR,Chino Hills,66754
7459-IMVYU,Chino Hills,66754
0670-ANMUU,Chino Hills,66754
6050-IJRHS,Chino Hills,66754
2408-PSJVE,Chino Hills,66754
5046-NUHWD,Hacienda Heights,53686
6741-EGCBI,Hacienda Heights,53686
7845-URHJN,Hacienda Heights,53686
5668-MEISB,Hacienda Heights,53686
5146-YYFRZ,Hacienda Heights,53686
7529-ZDFXI,La Verne,35530
5356-CSVSQ,La Verne,35530
9677-AVKED,La Verne,35530
2923-ARZLG,La Verne,35530
3452-SRFEG,La Verne,35530
3197-ARFOY,Ontario,56280
3946-MHCZW,Ontario,56280
8980-WQFWL,Ontario,56280
1241-EZFMJ,Ontario,56280
6848-HJTXY,Ontario,56280
3179-GBRWV,San Gabriel,23444
7603-USHJS,San Gabriel,23444
2018-QKYGT,San Gabriel,23444
7860-UXCRM,San Gabriel,23444
4847-TAJYI,Chula Vista,71126
8229-BUJHX,Chula Vista,71126
7011-CVEUC,Chula Vista,71126
5115-GZDEL,Chula Vista,71126
2925-MXLSX,Chula Vista,71126
6851-WEFYX,Descanso,1587
2851-STERV,Descanso,1587
8466-PZBLH,Descanso,1587
1552-CZCLL,Descanso,1587
4459-BBGHE,Descanso,1587
3167-SNQPL,Pine Valley,1604
9309-BZGNT,Pine Valley,1604
5846-QFDFI,Pine Valley,1604
0491-KAPQG,Pine Valley,1604
7242-EDTYC,Pine Valley,1604
5697-GOMBF,Julian,3577
7693-LCKZL,Julian,3577
1960-UYCNN,Julian,3577
2203-GHNWN,Julian,3577
2739-CACDQ,La Jolla,42617
3878-AVSOQ,La Jolla,42617
9479-HYNYL,La Jolla,42617
7746-AWNQW,La Jolla,42617
6035-BXTTY,Rancho Santa Fe,7615
3365-SAIGS,Rancho Santa Fe,7615
8219-VYBVI,Rancho Santa Fe,7615
8745-PVESG,Rancho Santa Fe,7615
2750-BJLSB,Rancho Santa Fe,7615
4654-DLAMQ,Warner Springs,1205
3977-QCRSL,Warner Springs,1205
8106-GWQOK,Warner Springs,1205
9027-TMATR,Warner Springs,1205
3914-FDRHP,Warner Springs,1205
4115-NZRKS,San Diego,47140
4039-PIMHX,San Diego,47140
4690-PKDQG,San Diego,47140
9110-HSGTV,San Diego,47140
3351-NGXYI,San Diego,18525
2259-OUUSZ,San Diego,18525
1264-FUHCX,San Diego,18525
8204-YJCLA,San Ysidro,28488
5899-MQZZL,San Ysidro,28488
9720-JJJOR,San Ysidro,28488
2580-ASVVY,San Ysidro,28488
0376-OIWME,San Ysidro,28488
9774-NRNAU,Cabazon,2355
6557-BZXLQ,Cabazon,2355
2108-XWMPY,Cabazon,2355
6088-BXMRG,Cabazon,2355
9788-HNGUT,Cabazon,2355
0224-RLWWD,Calexico,27804
3144-AUDBS,Calexico,27804
2550-QHZGP,Calexico,27804
9495-REDIY,Calexico,27804
0052-YNYOT,Calexico,27804
3951-NJCVI,Cathedral City,43141
2538-OIMXF,Cathedral City,43141
7346-MEDWM,Cathedral City,43141
1172-VIYBP,Cathedral City,43141
9586-JGQKH,Cathedral City,43141
0111-KLBQG,Morongo Valley,3499
0666-UXTJO,Morongo Valley,3499
7483-IQWIB,Morongo Valley,3499
4877-TSOFF,Morongo Valley,3499
3810-PJUHR,Morongo Valley,3499
1996-DBMUS,Palo Verde,291
1852-QSWCD,Palo Verde,291
8468-EHYJA,Palo Verde,291
0112-QAWRZ,Palo Verde,291
7203-OYKCT,Palo Verde,291
2055-SIFSS,Westmorland,2388
3177-LASXD,Westmorland,2388
3635-QQRQD,Westmorland,2388
9767-FFLEM,Westmorland,2388
2806-MLNTI,White Water,805
6771-XWBDM,White Water,805
0639-TSIQW,White Water,805
7746-QYVCO,White Water,805
6229-UOLQL,White Water,805
5628-RKIFK,Bloomington,25995
2645-QTLMB,Bloomington,25995
5555-RNPGT,Bloomington,25995
5760-WRAHC,Fontana,54586
7206-PQBBZ,Fontana,54586
8443-ZRDBZ,Fontana,54586
9786-YWNHU,Fontana,54586
1480-BKXGA,Mentone,7324
4349-GFQHK,Mentone,7324
3537-HPKQT,Mentone,7324
7929-SKFGK,Mentone,7324
9076-AXYIK,Nipton,162
9779-DPNEJ,Nipton,162
5821-MMEIL,Nipton,162
3563-SVYLG,Nipton,162
4933-IKULF,Pinon Hills,4280
1309-XGFSN,Pinon Hills,4280
4123-FCVCB,Pinon Hills,4280
8630-QSGXK,Pinon Hills,4280
3780-DDGSE,Shoshone,87
1597-FZREH,Shoshone,87
1163-ONYEY,Shoshone,87
1335-MXCSE,Shoshone,87
4612-SSVHJ,Yermo,1195
0727-IWKVK,Yermo,1195
8974-OVACP,Yermo,1195
0064-YIJGF,Yermo,1195
5756-OZRIO,Riverside,46550
1391-UBDAR,Riverside,46550
7868-BGSZA,Riverside,46550
5696-CEIQJ,Riverside,46550
4332-MUOEZ,Moreno Valley,61205
6635-CPNUN,Moreno Valley,61205
6701-YVNQG,Moreno Valley,61205
0221-NAUXK,Moreno Valley,61205
4109-CYRBD,Menifee,14068
2038-OEQZH,Menifee,14068
3620-EHIMZ,Menifee,14068
2725-TTRIQ,Menifee,14068
8606-CIQUL,Temecula,25655
2656-TABEH,Temecula,25655
6289-CPNLD,Temecula,25655
1657-DYMBM,Temecula,25655
0356-OBMAC,Winchester,4093
1136-XGEQU,Winchester,4093
9169-BSVIN,Winchester,4093
7794-JASDG,Winchester,4093
1297-VQDRP,Foothill Ranch,10936
7619-ODSGN,Foothill Ranch,10936
3932-CMDTD,Foothill Ranch,10936
0804-XBFBV,Foothill Ranch,10936
6030-REHUX,Fountain Valley,54548
3298-QEICA,Fountain Valley,54548
2223-GDSHL,Fountain Valley,54548
9644-KVCNC,Fountain Valley,54548
6522-YRBXD,Anaheim,45086
5242-UOWHD,Anaheim,45086
9348-YVOMK,Anaheim,45086
7964-VEXDG,Anaheim,45086
4881-JVQOD,Oxnard,79736
7716-YTYHG,Oxnard,79736
4929-BSTRX,Oxnard,79736
8064-RAVOH,Oxnard,79736
4908-XAXAY,Buttonwillow,2078
2672-DZUOY,Buttonwillow,2078
2344-JMOGN,Buttonwillow,2078
4324-AHJKS,Buttonwillow,2078
3729-OWRVL,Pixley,4198
0869-PAPRP,Pixley,4198
7008-LZVOZ,Pixley,4198
6542-LWGXJ,Pixley,4198
7251-LJBQN,Strathmore,5689
7625-XCQRH,Strathmore,5689
3113-IWHLC,Strathmore,5689
6490-FGZAT,Strathmore,5689
2682-KEVRP,Woodlake,8870
0020-INWCK,Woodlake,8870
6752-APNJL,Woodlake,8870
6047-SUHPR,Woodlake,8870
9978-HYCIN,Bakersfield,12963
1576-PFZIW,Bakersfield,12963
8739-XNIKG,Bakersfield,12963
9823-EALYC,Bakersfield,12963
8329-UTMVM,Bakersfield,25126
2616-UUTFK,Bakersfield,25126
8143-ETQTI,Bakersfield,25126
2824-MYYBN,Bakersfield,25126
6952-OMNWB,Creston,1203
2712-SYWAY,Creston,1203
1686-STUHN,Creston,1203
4983-CCWMC,Creston,1203
6549-YMFAW,Los Olivos,1317
2522-WLNSF,Los Olivos,1317
9308-ANMVE,Los Olivos,1317
0019-GFNTW,Los Olivos,1317
1307-TVUFB,Santa Ynez,5710
1226-JZNKR,Santa Ynez,5710
5404-GGUKR,Santa Ynez,5710
0983-TATYJ,Santa Ynez,5710
7503-MIOGA,Shandon,1255
3308-JSGML,Shandon,1255
7318-EIVKO,Shandon,1255
1813-JYWTO,Shandon,1255
2499-AJYUA,Benton,340
6199-IWKGC,Benton,340
3722-WPXTK,Benton,340
6476-YHMGA,Benton,340
3966-HRMZA,Bishop,13309
0795-XCCTE,Bishop,13309
7176-WIONM,Bishop,13309
8152-VETUR,Bishop,13309
4785-NKHCX,O Neals,173
7717-BICXI,O Neals,173
4826-TZEVA,O Neals,173
6252-DFGTK,O Neals,173
4250-WAROZ,Fresno,13858
7278-CKDNC,Fresno,13858
6620-HVDUJ,Fresno,13858
7233-DRTRF,Fresno,13858
3523-BRGUW,Los Altos,18486
5397-NSKQG,Los Altos,18486
8620-RJPZN,Los Altos,18486
2969-QWUBZ,Los Altos,18486
2123-AGEEN,Millbrae,20350
3737-GCSPV,Millbrae,20350
7758-UJWYS,Millbrae,20350
2971-SGAFL,Millbrae,20350
1258-YMZNM,Montara,2346
1480-IVEVR,Montara,2346
2050-ONYDQ,Montara,2346
2027-WKXMW,Montara,2346
6259-WJQLC,Pacifica,38885
7285-KLOTR,Pacifica,38885
6963-KQYQB,Pacifica,38885
9958-MEKUC,Pacifica,38885
3956-CJUST,San Francisco,33122
4550-EVXNY,San Francisco,33122
2266-FUBDZ,San Francisco,33122
4644-OBGFZ,San Francisco,33122
4824-GUCBY,San Francisco,20643
6416-TVAIH,San Francisco,20643
3538-WZPHD,San Francisco,20643
1074-AMIOH,San Francisco,20643
6630-UJZMY,Palo Alto,24492
4905-JEFDW,Palo Alto,24492
5849-ASHZJ,Palo Alto,24492
6481-LXPWL,Palo Alto,24492
9904-EHEVJ,Bethel Island,2379
6384-VMJHP,Bethel Island,2379
6867-ACCZI,Bethel Island,2379
1455-HFBXA,Bethel Island,2379
2826-DXLQO,El Cerrito,23141
8818-DOPVL,El Cerrito,23141
8198-RKSZG,El Cerrito,23141
5183-KLYEM,El Cerrito,23141
9489-UTFKA,Travis Afb,9978
3351-NQLDI,Travis Afb,9978
5445-PZWGX,Travis Afb,9978
8514-VZHEB,Travis Afb,9978
4849-PYRLQ,Fremont,66543
9297-EONCV,Fremont,66543
1227-UDMZR,Fremont,66543
6625-IUTTT,Fremont,66543
2858-EIMXH,Vallejo,159
3301-LSLWQ,Vallejo,159
2582-FFFZR,Vallejo,159
2049-BAFNW,Vallejo,159
6419-ZTTLE,Yountville,2873
8780-YRMTT,Yountville,2873
6288-LBEAR,Yountville,2873
5975-BAICR,Yountville,2873
8242-SOQUO,Oakland,24518
1855-CFULU,Oakland,24518
1455-ESIQH,Oakland,24518
0239-OXEXL,Oakland,24518
7460-ITWWP,Oakland,30751
4878-BUNFV,Oakland,30751
0958-YHXGP,Oakland,30751
2675-IJRGJ,Oakland,30751
7868-TMWMZ,Berkeley,19763
2608-BHKFN,Berkeley,19763
2979-SXESE,Berkeley,19763
8577-QSOCG,Berkeley,19763
4829-ZLJTK,Penngrove,3777
5996-DAOQL,Penngrove,3777
4737-HOBAX,Penngrove,3777
4482-FTFFX,Penngrove,3777
9845-PEEKO,Brookdale,1007
2277-VWCNI,Brookdale,1007
1169-SAOCL,Brookdale,1007
7353-YOWFP,Brookdale,1007
1751-NCDLI,Castroville,8582
7537-CBQUZ,Castroville,8582
3518-PZXZQ,Castroville,8582
1930-BZLHI,Castroville,8582
2176-LVPNX,San Jose,561
3945-GFWQL,San Jose,561
1810-MVMAI,San Jose,561
6217-TOWGS,San Jose,561
3452-ABWRL,San Jose,40568
5533-NHFRF,San Jose,40568
8364-TRMMK,San Jose,40568
4749-OJKQU,San Jose,40568
3082-WQRVY,Stockton,16357
1023-BQXZE,Stockton,16357
2672-OJQZP,Stockton,16357
0690-SRQID,Stockton,16357
5268-DSMNQ,Farmington,596
4360-QRAVE,Farmington,596
0082-OQIQY,Farmington,596
1228-ZLNBX,Farmington,596
6242-MBHPK,Hathaway Pines,335
3763-GCZHZ,Hathaway Pines,335
3018-TFTSU,Hathaway Pines,335
7445-WMRBW,Hathaway Pines,335
4782-OSFXZ,Lodi,22073
7083-YNSKY,Lodi,22073
0536-ACXIP,Lodi,22073
6218-KNUBD,Lodi,22073
1641-RQDAY,Wallace,304
7434-SHXLS,Wallace,304
8857-CUPFQ,Wallace,304
3317-VLGQT,Wallace,304
8089-UZWLX,El Nido,808
5465-BUBFA,El Nido,808
7853-WNZSY,El Nido,808
5774-QPLTF,El Nido,808
4468-KAZHE,Hughson,6822
6178-KFNHS,Hughson,6822
3627-FCRDW,Hughson,6822
6985-HAYWX,Hughson,6822
1543-LLLFT,Waterford,8308
8495-PRWFH,Waterford,8308
5696-QURRL,Waterford,8308
4355-HBJHH,Waterford,8308
6507-ZJSUR,Albion,1054
6458-CYIDZ,Albion,1054
8234-GSZYK,Albion,1054
2074-GUHPQ,Albion,1054
0723-VSOBE,Dos Rios,91
9619-GSATL,Dos Rios,91
9415-TPKRV,Dos Rios,91
8999-EXMNO,Dos Rios,91
1004-NOZNR,Glen Ellen,4101
7639-SUPCW,Glen Ellen,4101
2181-TIDSV,Glen Ellen,4101
0042-JVWOJ,Glen Ellen,4101
1251-STYSZ,Glenhaven,175
2761-XECQW,Glenhaven,175
1386-ZIKUV,Glenhaven,175
0130-SXOUN,Glenhaven,175
9681-KYGYB,Kelseyville,9902
0471-ARVMX,Kelseyville,9902
2931-XIQBR,Kelseyville,9902
6631-HMANX,Kelseyville,9902
7005-CYUIL,Laytonville,2706
9681-OXGVC,Laytonville,2706
1930-QPBVZ,Laytonville,2706
0825-CPPQH,Laytonville,2706
2388-LAESQ,Manchester,586
7740-BTPUX,Manchester,586
7524-VRLPL,Manchester,586
1932-UEDCX,Manchester,586
3108-PCCGG,Redwood Valley,5995
4658-HCOHW,Redwood Valley,5995
5310-NOOVA,Redwood Valley,5995
7054-DMVAS,Redwood Valley,5995
4238-HFHSN,Elverta,6197
6214-EDAKZ,Elverta,6197
3393-FMZPV,Elverta,6197
0691-NIKRI,Elverta,6197
2692-BUCFV,Shingle Springs,24738
1666-JXLKU,Shingle Springs,24738
7508-DQAKK,Shingle Springs,24738
0848-SOMKO,Shingle Springs,24738
5651-WYIPH,Vacaville,32564
4211-MMAZN,Vacaville,32564
1784-BXEFA,Vacaville,32564
0943-ZQPXH,Vacaville,32564
6896-SRVYQ,Camino,4829
2141-RRYGO,Camino,4829
8748-HFWBO,Camino,4829
2335-GSODA,Camino,4829
9052-VKDUW,Pollock Pines,8577
6979-ZNSFF,Pollock Pines,8577
3088-LHEFH,Pollock Pines,8577
4000-VGMQP,Pollock Pines,8577
2480-EJWYP,Roseville,25418
7994-XIRTR,Roseville,25418
9931-DCEZH,Roseville,25418
6116-RFVHN,Roseville,25418
6806-YDEUL,Sacramento,14966
5298-GSTLM,Sacramento,14966
5729-KLZAR,Sacramento,14966
1867-TJHTS,Sacramento,14966
0222-CNVPT,Sacramento,37031
6860-YRJZP,Sacramento,37031
5748-RNCJT,Sacramento,37031
9518-IMLHK,Sacramento,37031
6048-UWKAL,Beale Afb,5654
1432-FPAXX,Beale Afb,5654
0480-BIXDE,Beale Afb,5654
3266-FTKHB,Beale Afb,5654
2277-BKJKN,Camptonville,632
3884-HCSWG,Camptonville,632
9102-OXKFY,Camptonville,632
2809-ZMYOQ,Camptonville,632
8016-ZMGMO,Colusa,7503
2205-LPVGL,Colusa,7503
4892-VLANZ,Colusa,7503
0366-NQSHS,Colusa,7503
1728-CXQBE,Glenn,1454
7993-NQLJE,Glenn,1454
3717-LNXKW,Glenn,1454
2478-EEWWM,Glenn,1454
0481-SUMCB,Greenville,2064
3256-EZDBI,Greenville,2064
4962-CHQPW,Greenville,2064
9695-IDRZR,Greenville,2064
2811-POVEX,Live Oak,8695
4726-DLWQN,Live Oak,8695
5174-RNGBH,Live Oak,8695
2253-KPMNB,Live Oak,8695
9957-YODKZ,Canby,417
5889-LFOLL,Canby,417
5501-TVMGM,Canby,417
1337-BOZWO,Canby,417
3223-DWFIO,Forks Of Salmon,170
3481-JHUZH,Forks Of Salmon,170
0899-LIIBW,Forks Of Salmon,170
4184-VODJZ,Forks Of Salmon,170
3292-PBZEJ,Greenview,295
2754-VDLTR,Greenview,295
8205-VSLRB,Greenview,295
8125-QPFJD,Greenview,295
0993-OSGPT,Junction City,734
1763-KUAAW,Junction City,734
3567-PQTSO,Junction City,734
1215-EXRMO,Junction City,734
7108-DGVUU,Lookout,386
2703-AMTUL,Lookout,386
2359-KLTEK,Lookout,386
3439-GVUSX,Lookout,386
9906-NHHVC,Macdoel,816
5402-HTOTQ,Macdoel,816
4393-RYCRE,Macdoel,816
5203-XEHAX,Macdoel,816
6267-DCFFZ,Madeline,85
6504-VBLFL,Madeline,85
5566-SOEZD,Madeline,85
6340-DACFT,Madeline,85
2439-LYPMQ,Milford,481
0330-BGYZE,Milford,481
2272-WUSPA,Milford,481
6813-GZQCG,Milford,481
7426-WEIJX,Olympic Valley,942
1403-LKLIK,Olympic Valley,942
7379-FNIUJ,Olympic Valley,942
7729-JTEEC,Olympic Valley,942
3761-FLYZI,Los Angeles,101215
9239-ZBZZV,Los Angeles,101215
6388-TABGU,Los Angeles,101215
4232-JGKIY,Los Angeles,101215
8822-KNBHV,Los Angeles,101215
9365-SRSZE,Los Angeles,32901
2810-FTLEM,Los Angeles,32901
7310-EGVHZ,Los Angeles,32901
0840-DFEZH,Los Angeles,32901
0909-SDHNU,Los Angeles,32901
6407-UTSLV,Compton,29825
2883-ILGWO,Compton,29825
3170-NMYVV,Compton,29825
8774-GSBUN,Compton,29825
5274-XHAKY,Compton,29825
1320-REHCS,Inglewood,37527
0278-YXOOG,Inglewood,37527
4299-OPXEJ,Inglewood,37527
4828-FAZPK,Inglewood,37527
3733-ZEECP,Inglewood,37527
2057-BOYKM,Inglewood,13779
3679-XASPY,Inglewood,13779
0744-GKNGE,Inglewood,13779
7354-OIJLX,Inglewood,13779
7103-IPXPJ,Inglewood,13779
0134-XWXCE,Santa Monica,23559
3192-NQECA,Santa Monica,23559
2108-YKQTY,Santa Monica,23559
6133-OZILE,Santa Monica,23559
1785-BPHTP,Santa Monica,23559
2307-FYNNL,La Mirada,47568
6497-TILVL,La Mirada,47568
9919-KNPOO,La Mirada,47568
2507-QZPQS,La Mirada,47568
0164-XAIRP,La Mirada,47568
8623-ULFNQ,Cerritos,51556
3705-PSNGL,Cerritos,51556
2876-GZYZC,Cerritos,51556
1877-HKBQX,Cerritos,51556
3590-TCXTB,Cerritos,51556
2070-XYMFH,Long Beach,38902
7554-NEWDD,Long Beach,38902
9576-SYUHJ,Long Beach,38902
6374-AFWOX,Long Beach,38902
7672-VFMXZ,Long Beach,38902
3402-XRIUO,Glendale,23981
3712-PKXZA,Glendale,23981
4465-VDKIQ,Glendale,23981
1156-ZFYDO,Glendale,23981
3174-RKMOW,Glendale,23981
8058-DMYRU,Glendale,16910
7743-EXURX,Glendale,16910
4827-USJHP,Glendale,16910
6408-OTUBZ,Glendale,16910
1047-RNXZV,Glendale,16910
3537-RYBHH,Northridge,25751
9874-QLCLH,Northridge,25751
7255-SSFBC,Northridge,25751
6738-ISCBM,Northridge,25751
4933-BSAIP,Northridge,25751
0523-VNGTF,Sun Valley,46639
7841-TZDMQ,Sun Valley,46639
6993-YCOBK,Sun Valley,46639
2252-JHJGE,Sun Valley,46639
2710-WYVXG,Sun Valley,46639
7105-MXJLL,Valencia,24977
7587-RZNME,Valencia,24977
6000-APYLU,Valencia,24977
7157-SMCFK,Valencia,24977
6300-BWMJX,Valencia,24977
7064-FRRSW,Tarzana,27424
0748-RDGGM,Tarzana,27424
8784-CGILN,Tarzana,27424
4709-LKHYG,Tarzana,27424
7105-BENQF,Tarzana,27424
1636-NTNCO,Valley Village,27453
0786-IVLAW,Valley Village,27453
8914-RBTSB,Valley Village,27453
7301-ABVAD,Valley Village,27453
5916-QEWPT,Valley Village,27453
3219-JQRSL,Monterey Park,26933
5336-UFNZP,Monterey Park,26933
0123-CRBRT,Monterey Park,26933
9847-HNVGP,Monterey Park,26933
6369-MCAKO,Monterey Park,26933
1845-CSBRZ,Pomona,69974
6366-ZGQGL,Pomona,69974
2560-QTSBS,Pomona,69974
3589-PPVKW,Pomona,69974
6976-BWGLQ,Pomona,69974
3723-BFBGR,Borrego Springs,2863
3209-ZPKFI,Borrego Springs,2863
9398-MMQTO,Borrego Springs,2863
8775-ERLNB,Indio,2743
6583-SZVGP,Indio,2743
5312-UXESG,Indio,2743
5032-USPKF,Indio,2743
0218-QNVAS,Indio,2743
7361-YPXFS,Brawley,23394
1150-WFARN,Brawley,23394
3597-MVHJT,Brawley,23394
0771-CHWSK,Brawley,23394
0928-XUTSN,Brawley,23394
4832-VRBMR,Parker Dam,131
1035-IPQPU,Parker Dam,131
7916-VCCPB,Parker Dam,131
6823-SIDFQ,Parker Dam,131
7901-TBKJX,Twentynine Palms,14104
3605-JISKB,Twentynine Palms,14104
9057-SIHCH,Twentynine Palms,14104
3935-TBRZZ,Twentynine Palms,14104
6284-KMNUF,Twentynine Palms,14104
9919-FZDED,Yucca Valley,20486
4360-PNRQB,Yucca Valley,20486
3082-YVEKW,Yucca Valley,20486
3137-LUPIX,Yucca Valley,20486
7750-EYXWZ,Yucca Valley,20486
4079-VTGLK,Riverside,18999
6778-YSNIH,Riverside,18999
1508-DFXCU,Riverside,18999
8660-BUETV,Riverside,18999
2931-VUVJN,Murrieta,36149
