Age,Married,Number of Dependents,Number of Referrals,Phone Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data,Paperless Billing,Payment Method,Total Revenue,Satisfaction Score,Churn Value,CLTV,Gender_Female,Gender_Male,Multiple Lines_No,Multiple Lines_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Music_No,Streaming Music_Yes,Streaming Movies_No,Streaming Movies_Yes,Contract_mapeada,Offer_mapeada
47,1,0,0,1,2,26,1,1,1,1,0,0,2,832.75,2,1,2087,0,1,0,1,1,0,1,0,1,0,0,3
44,1,0,0,1,3,19,1,1,1,1,1,1,2,663.55,3,1,5701,0,1,0,1,0,1,0,1,0,1,0,4
39,1,0,0,1,3,6,1,1,1,1,1,1,2,197.94,2,1,2187,1,0,0,1,1,0,0,1,0,1,0,5
58,1,0,0,1,2,30,1,1,1,1,1,0,1,70.93,2,1,3204,1,0,1,0,1,0,1,0,1,0,0,4
44,1,0,0,0,1,20,1,1,1,1,0,1,2,184.3,2,1,5605,0,1,1,0,0,1,0,1,0,1,0,4
41,0,3,1,0,2,23,0,1,1,0,1,0,2,1077.5,1,1,2067,0,1,1,0,1,0,1,0,1,0,0,5
45,1,0,0,1,3,9,1,1,1,1,1,0,1,127.98,2,1,3473,1,0,0,1,0,1,0,1,0,1,0,4
19,1,0,0,1,0,0,1,1,1,1,0,0,1,61.42999999999999,1,1,4285,1,0,1,0,1,0,1,0,1,0,0,5
28,1,0,0,1,3,58,1,1,1,1,1,1,2,1200.86,2,1,2752,0,1,0,1,0,1,1,0,1,0,0,4
48,1,0,0,1,2,21,0,0,0,0,1,0,1,1898.05,1,1,5175,1,0,1,0,0,1,1,0,1,0,1,5
34,1,0,0,1,3,18,1,1,0,0,1,1,2,418.82,1,1,2895,1,0,1,0,0,1,0,1,0,1,0,4
63,1,0,0,1,3,28,0,0,1,0,1,1,2,6936.15,1,1,5855,1,0,0,1,0,1,0,1,0,1,2,5
32,1,0,0,1,1,30,1,1,0,1,0,1,2,375.77,1,1,5351,0,1,0,1,0,1,0,1,0,1,0,4
25,1,0,0,1,3,41,1,1,0,1,1,1,2,1451.05,1,1,2832,0,1,1,0,0,1,0,1,0,1,0,3
53,0,0,1,0,2,15,1,1,1,1,1,0,2,259.8,2,1,3195,0,1,1,0,1,0,1,0,1,0,1,4
23,0,0,1,1,3,85,1,0,1,0,1,1,2,8214.62,2,1,5504,0,1,0,1,0,1,0,1,0,1,1,0
33,1,0,0,1,3,10,1,1,0,0,1,1,1,410.25,2,1,5202,0,1,1,0,0,1,1,0,1,0,0,4
43,0,0,1,1,3,15,0,1,1,1,1,0,1,3823.36,1,1,5150,0,1,1,0,0,1,0,1,0,1,0,5
42,0,3,1,1,1,56,0,0,0,0,1,0,1,5181.86,1,1,4734,1,0,0,1,1,0,0,1,0,1,0,5
24,1,0,0,1,0,0,1,1,1,1,0,0,1,46.620000000000005,2,1,3820,1,0,1,0,1,0,1,0,1,0,0,4
44,1,0,0,1,3,16,1,1,1,1,1,1,2,126.89,1,1,5622,1,0,1,0,1,0,0,1,0,1,0,4
39,0,0,1,1,3,28,1,1,1,1,0,1,2,564.35,1,1,4292,0,1,1,0,1,0,1,0,1,0,0,4
53,1,0,0,1,3,24,1,1,1,1,1,1,2,526.16,2,1,2266,1,0,1,0,0,1,0,1,0,1,0,5
20,0,0,1,1,3,42,1,1,1,1,1,1,2,1337.19,1,1,2177,0,1,0,1,0,1,1,0,1,0,0,3
41,1,0,0,1,3,8,1,1,1,1,1,1,2,3234.1,1,1,5641,0,1,0,1,0,1,0,1,0,1,0,5
40,0,0,1,1,3,17,1,1,1,1,1,1,2,2230.1,1,1,5248,0,1,0,1,1,0,0,1,0,1,0,3
63,0,0,1,1,3,7,1,0,1,1,1,1,2,9019.18,3,1,5612,1,0,0,1,0,1,0,1,0,1,0,5
31,1,0,0,1,2,26,1,1,1,1,0,1,1,128.89,3,1,2644,0,1,1,0,1,0,1,0,1,0,0,5
39,1,0,0,1,3,26,1,1,1,1,1,1,2,113.58,3,1,2066,1,0,1,0,1,0,0,1,0,1,0,5
46,1,0,0,1,1,17,0,0,1,1,1,0,2,2342.16,3,1,2195,0,1,0,1,1,0,1,0,1,0,0,3
51,1,0,0,1,2,13,0,1,0,0,1,1,1,4524.08,1,1,2681,1,0,1,0,1,0,1,0,1,0,1,5
52,1,0,0,1,3,18,1,1,1,1,0,0,1,2410.1,1,1,4881,0,1,1,0,1,0,1,0,1,0,0,5
35,0,0,1,1,3,5,1,1,1,1,1,1,1,2181.45,2,1,4594,0,1,1,0,0,1,0,1,0,1,0,3
51,0,0,1,1,3,16,0,1,1,1,1,1,2,1946.35,1,1,2421,0,1,0,1,0,1,0,1,0,1,0,5
50,1,0,0,1,3,2,1,1,0,1,1,0,2,77.34,2,1,4378,1,0,1,0,1,0,1,0,1,0,0,5
45,1,0,0,1,3,10,1,1,1,1,1,1,2,1002.08,2,1,5007,0,1,0,1,0,1,0,1,0,1,0,5
47,0,0,1,1,3,20,0,1,1,1,1,1,1,3657.38,1,1,2990,1,0,1,0,0,1,0,1,0,1,0,5
20,1,0,0,1,3,41,1,0,1,1,1,1,2,884.15,2,1,4601,0,1,1,0,1,0,1,0,1,0,0,5
57,0,0,3,1,3,16,1,0,0,1,1,1,2,2815.45,2,1,4223,1,0,0,1,0,1,0,1,0,1,0,5
35,1,0,0,1,3,15,1,1,1,1,1,0,1,607.45,1,1,2872,1,0,0,1,1,0,1,0,1,0,0,5
60,1,0,0,1,3,23,1,1,1,1,1,1,2,744.1700000000001,1,1,3506,0,1,0,1,0,1,0,1,0,1,0,5
51,1,0,0,1,3,17,0,1,1,1,1,1,2,2885.46,2,1,4152,0,1,0,1,0,1,0,1,0,1,0,5
43,0,1,1,0,2,19,1,1,1,0,0,1,1,115.05,3,1,5122,1,0,1,0,1,0,1,0,1,0,0,5
38,1,0,0,1,3,16,1,1,0,1,1,0,1,4528.97,3,1,4769,0,1,0,1,1,0,1,0,1,0,0,5
32,0,0,1,1,3,13,1,0,0,1,1,1,2,9295.26,1,1,4120,1,0,1,0,0,1,0,1,0,1,0,5
52,1,0,0,1,3,26,0,0,1,1,1,1,1,3653.96,1,1,5433,0,1,0,1,1,0,0,1,0,1,0,5
42,1,0,0,0,2,30,1,1,1,1,1,1,1,298.45,1,1,2529,0,1,1,0,1,0,0,1,0,1,0,5
41,1,0,0,1,3,23,1,1,1,1,1,1,2,1207.87,2,1,3330,0,1,0,1,0,1,1,0,1,0,0,5
35,1,0,0,1,3,29,1,1,1,0,1,1,2,2847.99,1,1,2518,0,1,0,1,1,0,1,0,1,0,0,5
44,0,0,1,1,3,18,1,1,1,1,1,0,0,121.5,1,1,3123,0,1,1,0,0,1,0,1,0,1,0,5
45,1,0,0,1,2,7,1,1,1,1,1,1,2,274.03,1,1,3190,1,0,1,0,1,0,0,1,0,1,0,5
32,0,1,1,1,2,19,1,0,1,0,0,0,2,1351.77,2,1,5115,1,0,1,0,1,0,1,0,1,0,0,5
34,0,0,1,1,3,7,1,1,1,1,1,1,2,1487.37,3,1,3075,1,0,0,1,0,1,1,0,1,0,0,5
30,1,0,0,0,1,59,0,0,0,0,1,1,0,219.0,2,1,5824,0,1,1,0,1,0,1,0,1,0,0,5
60,0,0,1,1,2,12,1,1,1,1,1,1,1,1200.5500000000002,2,1,4580,0,1,0,1,1,0,1,0,1,0,1,5
59,1,0,0,1,3,6,1,1,1,1,1,1,2,83.59,2,1,5593,0,1,1,0,0,1,1,0,1,0,0,5
31,1,0,0,1,3,12,1,1,1,1,1,0,2,91.39,2,1,4340,0,1,0,1,0,1,1,0,1,0,0,5
57,0,0,1,1,3,11,1,0,0,0,0,1,1,8119.86,1,1,4982,0,1,0,1,0,1,0,1,0,1,2,0
57,1,0,0,0,2,26,1,0,1,1,1,0,2,1380.1,2,1,2243,0,1,1,0,1,0,1,0,1,0,0,5
32,1,0,0,1,1,26,1,1,1,1,1,1,1,83.71000000000001,2,1,2168,1,0,1,0,1,0,1,0,1,0,0,5
53,0,0,1,1,3,13,1,0,1,1,1,0,2,3785.31,2,1,4017,1,0,1,0,1,0,0,1,0,1,0,5
41,1,0,0,1,0,0,1,1,1,1,0,0,2,132.74,3,1,2647,1,0,1,0,1,0,1,0,1,0,0,4
62,1,0,0,1,3,17,1,1,1,0,1,1,1,643.4499999999999,2,1,3716,1,0,1,0,1,0,0,1,0,1,0,4
62,1,0,0,1,3,24,1,1,1,1,0,0,1,4633.22,2,1,5283,0,1,0,1,1,0,1,0,1,0,0,5
50,1,0,0,1,2,21,1,1,0,1,1,1,0,1350.77,2,1,5472,1,0,0,1,1,0,1,0,1,0,1,5
53,1,0,0,1,3,9,1,0,1,1,1,1,2,688.1700000000001,3,1,4539,0,1,1,0,1,0,0,1,0,1,0,5
44,1,0,0,1,2,22,0,0,1,1,1,0,2,492.18,1,1,4110,1,0,1,0,1,0,1,0,1,0,0,4
51,1,0,0,1,2,23,1,0,1,1,1,1,2,303.81,3,1,5274,1,0,1,0,0,1,0,1,0,1,0,4
48,1,0,0,1,3,28,1,1,1,1,0,0,2,480.4,2,1,2140,0,1,1,0,0,1,1,0,1,0,0,4
50,1,0,0,1,3,14,1,0,0,1,1,1,2,364.74,3,1,3662,0,1,0,1,0,1,0,1,0,1,0,4
48,1,0,0,1,3,8,1,1,1,1,1,1,2,1126.8200000000002,1,1,2545,1,0,0,1,0,1,1,0,1,0,0,4
22,1,0,0,1,2,73,1,1,1,1,1,1,0,68.08,1,1,5094,0,1,1,0,0,1,1,0,1,0,0,5
35,1,0,0,0,1,28,1,1,1,1,1,1,0,25.1,1,1,4769,1,0,1,0,1,0,1,0,1,0,0,5
21,1,0,0,1,2,69,0,1,1,0,1,0,2,326.3,1,1,5476,1,0,1,0,1,0,1,0,1,0,0,5
47,0,0,1,1,3,23,1,0,0,1,1,1,2,7593.69,3,1,5055,0,1,0,1,0,1,0,1,0,1,2,5
60,1,0,0,1,3,4,1,0,0,1,1,1,2,1343.04,2,1,5801,1,0,0,1,1,0,1,0,1,0,0,5
53,1,0,0,0,2,7,1,0,1,1,1,1,2,856.35,2,1,3615,1,0,1,0,1,0,1,0,1,0,0,5
51,1,0,0,1,3,17,1,1,1,1,0,1,2,1354.72,1,1,4390,1,0,1,0,1,0,1,0,1,0,0,5
37,1,0,0,1,1,26,1,1,1,1,1,1,2,71.71,1,1,2293,1,0,1,0,1,0,1,0,1,0,0,5
64,1,0,0,0,1,11,1,1,1,0,1,0,2,75.6,2,1,4268,0,1,1,0,1,0,1,0,1,0,0,5
40,1,0,0,1,0,0,1,1,1,1,0,0,0,29.46,3,1,5600,0,1,1,0,1,0,1,0,1,0,0,5
57,1,0,0,1,2,26,1,1,1,1,0,0,0,466.92,1,1,5023,0,1,1,0,1,0,1,0,1,0,0,4
53,0,0,1,1,2,26,1,1,0,1,1,1,0,1221.25,1,1,2815,0,1,1,0,1,0,1,0,1,0,0,5
55,1,0,0,1,3,4,1,0,1,1,1,1,2,2580.5,1,1,2241,0,1,1,0,0,1,0,1,0,1,0,5
40,0,0,1,1,3,14,0,1,1,1,1,0,2,6343.889999999999,1,1,6216,0,1,1,0,0,1,1,0,1,0,0,5
48,1,0,0,1,1,25,0,1,1,1,0,1,2,664.86,3,1,2269,1,0,1,0,1,0,1,0,1,0,0,5
22,0,0,1,1,2,76,1,0,1,1,1,1,2,2219.51,2,1,5922,1,0,1,0,0,1,0,1,0,1,1,5
47,0,0,1,1,3,23,1,0,0,1,1,1,2,7181.54,1,1,4019,0,1,0,1,0,1,0,1,0,1,0,5
49,1,0,0,1,3,12,1,1,1,1,1,1,2,110.0,3,1,3014,1,0,0,1,0,1,0,1,0,1,0,4
47,0,2,1,1,2,29,1,1,0,1,1,0,0,60.18000000000001,2,1,2426,1,0,1,0,1,0,1,0,1,0,0,4
33,1,0,0,1,1,19,1,1,1,0,1,1,2,834.49,3,1,4612,1,0,0,1,0,1,0,1,0,1,0,4
53,1,0,0,1,3,24,1,1,1,1,0,1,2,1311.7099999999998,3,1,3975,1,0,0,1,0,1,0,1,0,1,0,5
59,0,0,2,1,3,21,0,0,1,1,1,0,2,6240.12,1,1,4893,1,0,0,1,0,1,0,1,0,1,1,5
33,1,0,0,1,0,0,1,1,1,1,0,0,1,36.91,1,1,5747,0,1,1,0,1,0,1,0,1,0,0,4
45,0,0,0,1,3,28,1,0,0,0,1,0,2,2792.88,1,1,5737,1,0,1,0,1,0,1,0,1,0,0,5
25,1,0,0,1,2,51,1,1,1,1,1,0,1,227.46,2,1,5698,0,1,1,0,0,1,0,1,1,0,0,4
46,1,0,0,1,3,20,1,0,1,0,0,1,2,3540.9300000000003,1,1,3091,0,1,1,0,1,0,1,0,1,0,0,5
39,0,0,1,1,3,4,1,1,0,1,1,0,2,4260.67,3,1,3358,1,0,0,1,0,1,1,0,1,0,0,5
36,0,0,1,1,3,16,1,1,1,1,1,1,2,2300.76,1,1,2663,0,1,1,0,1,0,1,0,1,0,0,5
31,1,0,0,1,3,28,0,1,1,1,1,1,2,91.51,1,1,5574,0,1,0,1,1,0,1,0,1,0,0,4
37,1,0,0,1,3,23,1,1,1,1,1,0,2,3122.87,2,1,5647,0,1,1,0,1,0,1,0,1,0,0,5
41,1,0,0,1,3,23,1,1,1,1,1,1,2,464.89,1,1,5762,1,0,1,0,1,0,0,1,0,1,0,4
29,0,0,1,1,3,51,1,1,1,0,1,1,2,1988.22,3,1,4072,0,1,0,1,0,1,0,1,0,1,1,5
46,0,0,1,1,3,19,1,1,1,1,1,1,1,85.64999999999999,1,1,4779,1,0,1,0,1,0,1,0,1,0,0,4
53,1,0,0,1,3,30,1,0,0,1,1,1,2,3353.82,3,1,5387,0,1,0,1,0,1,0,1,0,1,1,5
31,1,0,0,1,3,26,1,0,1,1,1,0,2,429.35,2,1,5365,1,0,0,1,1,0,1,0,1,0,0,5
46,1,0,0,0,2,30,1,1,0,1,0,0,1,295.25,3,1,3797,0,1,1,0,1,0,1,0,1,0,0,3
64,1,0,0,1,2,10,0,1,1,1,1,1,2,200.76,1,1,3257,1,0,1,0,0,1,0,1,0,1,0,5
19,1,0,0,1,3,53,1,1,1,1,1,1,2,366.54,1,1,2330,0,1,0,1,1,0,0,1,0,1,0,5
39,1,0,0,1,2,21,1,1,1,1,1,0,1,94.52,1,1,3017,0,1,1,0,1,0,1,0,1,0,0,5
63,1,0,0,1,3,22,1,0,0,1,0,1,2,5001.08,2,1,5383,1,0,0,1,0,1,0,1,0,1,0,5
36,1,0,0,1,3,9,1,1,0,0,1,1,2,1305.17,1,1,5047,1,0,1,0,1,0,0,1,0,1,0,3
28,1,0,0,1,3,85,1,1,1,1,1,1,1,1104.1999999999998,1,1,4231,0,1,0,1,1,0,0,1,1,0,0,3
43,0,0,1,1,3,26,1,1,0,1,1,1,2,1398.83,3,1,5286,1,0,0,1,0,1,0,1,0,1,0,3
44,1,0,0,1,2,10,1,1,1,1,1,1,1,52.92,1,1,4773,0,1,1,0,1,0,1,0,1,0,0,5
36,1,0,0,1,2,8,1,0,1,0,0,1,1,983.91,3,1,5091,1,0,1,0,1,0,1,0,1,0,0,3
22,1,0,0,1,3,27,1,1,1,1,1,1,1,116.48,1,1,2318,1,0,0,1,1,0,0,1,0,1,0,5
36,0,1,1,1,1,22,1,1,1,1,1,0,1,291.07,1,1,5386,1,0,0,1,1,0,1,0,1,0,0,5
40,1,3,0,1,2,24,1,1,0,1,1,0,2,72.78,1,1,5020,1,0,1,0,1,0,0,1,0,1,0,5
42,1,0,0,1,3,18,1,1,0,1,1,1,2,1520.8,2,1,4028,0,1,1,0,0,1,1,0,1,0,0,3
19,1,0,0,1,2,58,0,0,1,1,1,1,2,99.26,1,1,2833,1,0,1,0,1,0,0,1,1,0,0,5
57,0,0,1,1,3,16,0,1,0,1,1,1,2,2279.61,1,1,3769,1,0,0,1,0,1,0,1,0,1,0,3
35,0,3,1,1,0,0,1,1,1,1,0,1,1,499.41,1,1,5638,1,0,1,0,1,0,1,0,1,0,0,3
33,0,0,4,1,3,13,1,1,1,1,1,1,2,565.38,1,1,5838,0,1,0,1,1,0,1,0,1,0,0,5
25,0,0,5,1,3,58,1,1,0,1,1,1,2,519.37,1,1,5026,1,0,1,0,1,0,0,1,1,0,0,5
39,1,0,0,1,1,25,1,1,1,1,1,1,2,1684.62,1,1,2577,0,1,0,1,0,1,0,1,0,1,0,3
30,1,0,0,1,3,51,1,0,1,1,0,1,2,588.48,1,1,5948,1,0,0,1,1,0,0,1,0,1,0,5
42,1,0,0,1,2,30,1,0,1,1,1,0,1,190.54,3,1,4930,1,0,1,0,1,0,1,0,1,0,0,5
23,1,0,0,1,2,82,1,1,1,1,1,0,1,331.74,2,1,2755,0,1,1,0,0,1,0,1,1,0,0,5
42,0,0,1,1,3,5,1,1,1,1,1,1,2,8694.12,1,1,4714,1,0,0,1,0,1,1,0,1,0,1,5
47,1,2,0,1,1,13,0,1,1,1,1,0,1,62.46,1,1,3677,0,1,1,0,1,0,1,0,1,0,0,5
55,1,0,0,1,3,2,1,1,1,1,1,1,2,990.9,3,1,4206,0,1,1,0,0,1,0,1,0,1,0,3
50,1,0,0,1,3,25,1,1,1,1,0,1,2,102.66,2,1,4154,0,1,1,0,1,0,1,0,1,0,0,5
44,0,0,1,1,3,23,1,1,0,1,1,1,2,3222.6800000000003,1,1,4766,0,1,0,1,0,1,0,1,0,1,0,5
53,0,0,1,1,3,20,1,1,1,1,1,1,2,2254.77,1,1,2206,0,1,0,1,0,1,0,1,0,1,0,3
44,0,1,4,1,2,21,1,1,1,0,1,0,1,338.51,2,1,2131,0,1,1,0,1,0,0,1,0,1,0,5
20,1,0,0,1,3,48,1,1,1,1,1,1,2,97.7,1,1,3898,0,1,1,0,0,1,0,1,0,1,0,4
58,1,0,0,1,3,22,1,1,1,1,0,1,2,3314.69,2,1,4910,1,0,1,0,0,1,0,1,0,1,0,5
23,1,0,0,1,3,26,1,1,1,1,1,1,1,734.3599999999999,1,1,3905,0,1,0,1,1,0,0,1,0,1,0,4
54,0,0,1,1,3,21,1,1,0,0,1,1,2,4613.92,1,1,2265,0,1,0,1,0,1,0,1,0,1,0,5
36,1,0,0,1,1,20,1,1,1,1,1,1,1,356.54999999999995,2,1,3443,1,0,1,0,1,0,1,0,1,0,0,4
37,1,0,0,1,3,15,1,1,1,1,1,1,1,136.97,1,1,2919,0,1,0,1,1,0,1,0,1,0,0,5
47,0,1,1,1,2,20,1,1,0,1,1,1,2,445.85,1,1,3758,0,1,1,0,1,0,1,0,1,0,0,4
63,0,0,1,1,3,5,1,1,1,1,0,1,2,932.54,3,1,2445,1,0,0,1,0,1,1,0,1,0,0,4
63,1,0,0,1,3,11,0,1,1,1,1,1,2,4660.6,1,1,4673,0,1,1,0,1,0,1,0,1,0,0,5
54,1,0,0,1,0,0,1,1,1,1,0,0,1,36.41,3,1,5527,1,0,1,0,1,0,1,0,1,0,0,4
23,1,0,0,1,2,41,1,1,1,1,1,1,2,270.17,3,1,4849,0,1,1,0,1,0,0,1,1,0,0,4
38,0,0,1,1,3,26,0,0,0,0,1,1,2,10308.75,2,1,6136,0,1,1,0,0,1,0,1,0,1,1,5
63,0,0,1,1,3,3,1,1,1,1,1,1,2,119.32999999999998,1,1,5861,0,1,0,1,1,0,1,0,1,0,0,4
35,1,0,0,1,0,0,1,1,1,1,0,1,1,434.24,1,1,3438,0,1,1,0,1,0,1,0,1,0,0,3
25,1,0,0,1,2,48,1,1,0,1,1,1,2,1437.75,1,1,5129,1,0,1,0,1,0,0,1,0,1,0,3
23,1,0,0,1,3,71,0,0,1,0,1,1,2,6802.6900000000005,2,1,3322,1,0,1,0,0,1,0,1,0,1,1,5
59,1,0,0,1,1,5,1,1,1,1,1,1,1,722.64,2,1,3721,0,1,1,0,1,0,1,0,1,0,0,5
62,0,0,1,1,3,17,1,0,0,1,0,0,2,3135.22,1,1,4115,0,1,0,1,0,1,1,0,1,0,0,5
45,1,0,0,1,3,26,1,1,1,0,1,1,2,3990.12,3,1,3606,0,1,1,0,0,1,0,1,0,1,0,5
61,1,0,0,1,2,3,1,0,1,1,1,1,2,93.78,2,1,5355,0,1,1,0,1,0,1,0,1,0,0,4
57,0,0,1,1,3,3,1,0,1,0,0,1,1,1435.03,1,1,2504,1,0,1,0,1,0,0,1,0,1,0,3
25,1,0,0,1,1,85,1,0,1,0,1,1,1,3452.76,1,1,5220,0,1,1,0,1,0,0,1,0,1,1,5
50,1,2,0,1,1,11,1,1,0,0,1,1,1,970.81,1,1,3585,1,0,1,0,0,1,0,1,0,1,0,5
25,1,0,0,0,1,59,0,1,0,0,1,0,1,223.45,1,1,3125,0,1,1,0,1,0,0,1,1,0,0,5
40,1,0,0,1,3,16,0,0,1,0,1,1,2,255.27,2,1,3529,1,0,1,0,1,0,1,0,1,0,0,5
43,1,0,0,1,1,22,1,1,1,1,1,1,2,82.64,2,1,4689,1,0,1,0,1,0,1,0,1,0,0,5
30,1,0,0,1,3,85,1,1,1,1,0,1,1,665.6700000000001,1,1,2899,0,1,1,0,1,0,1,0,1,0,0,5
19,1,0,0,1,2,52,0,0,1,1,1,0,2,168.92,2,1,5787,1,0,1,0,1,0,0,1,1,0,0,5
34,1,0,0,1,1,16,1,1,1,1,1,0,1,120.04,1,1,3843,0,1,1,0,1,0,1,0,1,0,0,5
64,1,0,0,1,3,5,1,1,1,1,1,0,2,4428.280000000001,3,1,4696,0,1,0,1,1,0,1,0,1,0,0,2
24,1,0,0,1,3,47,1,1,0,1,1,1,2,1530.78,2,1,3682,1,0,0,1,0,1,0,1,0,1,0,3
53,0,3,0,0,2,52,1,1,1,1,1,1,1,36.55,3,1,2635,1,0,1,0,1,0,1,0,1,0,0,5
36,1,0,0,1,0,0,1,1,1,1,0,0,2,93.54,1,1,5822,1,0,1,0,1,0,1,0,1,0,0,5
37,1,0,0,1,0,0,1,1,1,1,0,0,1,258.69,1,1,3361,0,1,1,0,1,0,1,0,1,0,0,5
38,1,0,0,1,2,2,1,1,1,1,1,0,2,557.03,1,1,3757,1,0,1,0,1,0,1,0,1,0,0,5
59,0,0,1,1,3,17,1,1,1,1,1,1,2,5882.65,1,1,5135,1,0,0,1,0,1,1,0,1,0,0,5
36,1,0,0,1,3,8,1,1,1,1,1,1,2,81.03999999999999,2,1,4335,1,0,0,1,1,0,1,0,1,0,0,5
50,0,0,1,1,2,12,1,1,1,1,1,1,1,5989.05,3,1,4596,1,0,0,1,0,1,0,1,0,1,1,5
64,1,0,0,1,3,16,1,0,1,1,1,1,2,5062.63,2,1,5545,0,1,0,1,0,1,0,1,0,1,0,5
41,1,0,0,1,2,18,1,1,1,1,0,0,2,77.91,1,1,5973,1,0,1,0,1,0,1,0,1,0,0,4
63,1,0,0,1,0,0,1,1,1,1,0,1,1,60.93,3,1,4933,0,1,1,0,1,0,1,0,1,0,0,4
64,0,0,2,0,2,26,1,1,1,0,1,0,0,328.95,1,1,4800,0,1,1,0,0,1,1,0,1,0,0,4
62,1,0,0,1,3,18,1,1,1,1,1,1,2,107.76,1,1,5795,0,1,1,0,1,0,1,0,1,0,0,4
25,1,0,0,1,3,48,1,1,1,1,1,1,0,1077.84,2,1,2189,1,0,0,1,1,0,0,1,1,0,0,3
56,0,0,1,1,3,20,1,0,1,0,1,0,2,2723.7000000000003,2,1,2608,0,1,1,0,0,1,0,1,0,1,1,5
25,1,0,0,0,2,52,1,0,0,1,1,1,1,1240.25,1,1,5153,1,0,1,0,0,1,0,1,0,1,0,2
59,0,0,1,1,3,28,0,1,0,0,1,1,1,9310.25,1,1,5516,1,0,0,1,0,1,0,1,0,1,2,5
59,0,0,1,1,2,28,1,1,1,0,1,1,2,312.44,1,1,5271,1,0,1,0,1,0,1,0,1,0,0,4
30,1,3,0,1,0,0,1,1,1,1,0,1,2,830.1,2,1,3785,0,1,1,0,1,0,1,0,1,0,0,5
36,0,0,1,1,3,10,1,0,1,1,1,1,2,1232.14,1,1,5750,1,0,0,1,0,1,0,1,0,1,0,5
60,1,0,0,1,0,0,1,1,1,1,0,0,0,88.12,2,1,3845,1,0,1,0,1,0,1,0,1,0,0,4
23,1,0,0,1,3,27,1,1,1,1,1,1,0,101.4,3,1,3901,1,0,1,0,1,0,0,1,1,0,0,4
37,1,0,0,1,3,18,1,1,1,0,1,1,1,1639.96,3,1,5953,0,1,0,1,1,0,0,1,0,1,0,5
48,1,0,0,1,3,13,1,1,1,1,1,1,2,321.75,1,1,3260,1,0,0,1,0,1,0,1,0,1,0,4
47,0,0,1,1,3,25,1,0,0,1,1,1,1,8208.76,1,1,4471,1,0,0,1,0,1,0,1,0,1,0,5
54,1,0,0,1,1,2,1,1,1,1,0,1,0,455.45,2,1,2353,1,0,0,1,1,0,1,0,1,0,0,4
40,1,1,0,1,2,27,0,1,1,1,1,0,2,323.81,1,1,5858,0,1,1,0,1,0,1,0,1,0,0,4
22,1,0,0,1,3,69,1,0,1,1,1,1,2,753.35,3,1,5267,0,1,1,0,0,1,0,1,0,1,0,4
64,0,0,1,1,3,13,1,1,1,1,1,1,2,90.6,2,1,5644,1,0,1,0,1,0,1,0,1,0,0,4
62,1,0,0,1,3,29,1,1,1,1,1,1,2,488.66,1,1,3685,0,1,0,1,1,0,1,0,1,0,0,5
44,1,0,0,0,1,2,1,1,1,1,1,1,0,24.45,3,1,2121,0,1,1,0,1,0,1,0,1,0,0,5
35,1,0,0,1,3,17,1,1,0,1,0,1,1,949.73,1,1,4154,0,1,0,1,0,1,1,0,1,0,0,5
60,0,0,3,1,3,13,1,1,1,1,1,1,2,437.12,1,1,4167,0,1,1,0,0,1,1,0,1,0,0,5
24,1,0,0,1,3,52,1,1,1,1,1,1,2,110.39,1,1,3555,0,1,1,0,0,1,0,1,1,0,0,5
42,0,0,1,1,1,5,0,1,1,1,1,1,2,107.04,1,1,4489,0,1,1,0,0,1,0,1,0,1,0,5
29,1,0,0,0,2,73,1,1,1,1,1,0,0,25.2,2,1,3196,1,0,1,0,1,0,0,1,1,0,0,5
34,0,0,1,1,3,9,0,0,0,0,1,0,2,8383.06,2,1,6274,0,1,1,0,0,1,0,1,0,1,2,5
56,1,0,0,1,0,0,1,1,1,1,0,0,1,59.88,3,1,2279,0,1,1,0,1,0,1,0,1,0,1,5
33,1,0,0,1,2,26,1,1,1,1,1,1,2,825.1999999999999,1,1,5209,1,0,0,1,1,0,1,0,1,0,0,5
29,1,0,0,1,1,52,0,1,0,0,0,0,1,3079.6400000000003,1,1,4403,1,0,0,1,1,0,1,0,1,0,0,2
46,0,0,9,1,3,11,1,0,1,0,1,1,2,7281.64,3,1,6295,0,1,0,1,0,1,1,0,1,0,2,1
51,0,0,2,1,3,15,1,0,0,1,1,1,2,2614.45,3,1,4734,0,1,0,1,0,1,0,1,0,1,0,2
44,1,0,0,1,3,27,1,1,1,1,1,1,2,316.92,3,1,3207,1,0,0,1,1,0,1,0,1,0,0,5
57,0,0,1,1,3,10,1,0,1,1,1,1,2,533.0799999999999,2,1,2650,0,1,0,1,0,1,0,1,0,1,0,5
46,0,0,1,1,2,7,0,1,1,1,1,1,2,6002.35,1,1,4669,1,0,1,0,0,1,0,1,0,1,1,1
29,1,0,0,1,3,52,1,0,0,0,1,1,2,617.7,2,1,4663,1,0,1,0,0,1,0,1,0,1,1,5
27,1,0,0,1,1,46,0,1,0,0,0,1,1,3418.1,1,1,3833,1,0,0,1,0,1,0,1,0,1,1,2
50,1,0,0,1,3,30,1,1,0,1,1,1,2,415.4500000000001,1,1,4479,0,1,1,0,1,0,1,0,1,0,0,4
39,0,0,1,1,3,24,0,0,0,1,1,1,2,7767.97,1,1,6424,1,0,0,1,0,1,0,1,0,1,2,1
